,,,,LANÇAMENTOS POR DATA DE PAGAMENTOS,,,,,,,,,,,,,,
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34471,,99TAXIS DESENVOLVIMENTO DE SOFTWARE LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/18/2022,5/18/2022,5/18/2022,4469.75,0,0,0,0,4469.75,SERVIÇO DE UTILIZACAO DE TAXIS ,VEICULOS - OUTRAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002543,,FOLHA DE PAGAMENTO,,BORDERO, ,5/19/2022,5/19/2022,5/19/2022,99001.00,0,0,0,0,99001.00,PGTO. ADIANTAMENTO REF. À MAIO/22 FUNC - CRY,PESSOAL - ADIANTAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34431,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,428536,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,40.08,0,0,0,0,40.08,PCC -  N.F.: 428536 - SOFTPLAN PLANEJAMENTO E SISTEMAS LTDA,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34430,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,239509,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,10.05,0,0,0,0,10.05,IRRF -  N.F.: 239509 - BOA VISTA SERVIÇOS S.A,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34431,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,239509,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,31.14,0,0,0,0,31.14,PCC -  N.F.: 239509 - BOA VISTA SERVIÇOS S.A,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34431,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,1854208,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,20.33,0,0,0,0,20.33,PCC -  N.F.: 1854208 - SOFTMATIC SISTEMAS AUTOMATICOS DE INFORMATICA LTDA,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34425,,ARQUIVEI SERVIÇOS ON LINE LTDA,292244,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/20/2022,5/20/2022,5/20/2022,990.30,0,0,0,0,990.30,DOCTO.LIB. NO. 292244 - PAG REF MENSALIDADE ANEXO NOTAS FISCAIS SISTEMA SBS,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34425,,SOFTPLAN PLANEJAMENTO E SISTEMAS LTDA,437221,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/20/2022,5/20/2022,5/20/2022,808.95,0,0,0,0,808.95,"N.F. NO. 437221                         - SUPORTE TECNICO, MANUTENÇAO E OUTROS SERVICOS TECNOLOGIA",SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34430,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,437221,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,12.93,0,0,0,0,12.93,IRRF -  N.F.: 437221 - SOFTPLAN PLANEJAMENTO E SISTEMAS LTDA,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34430,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,40410,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,17.70,0,0,0,0,17.70,IRRF -  N.F.: 40410 - SENIOR SISTEMAS S/A,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34431,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,40410,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,54.88,0,0,0,0,54.88,PCC -  N.F.: 40410 - SENIOR SISTEMAS S/A,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34430,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,7633,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,45.00,0,0,0,0,45.00,IRRF -  N.F.: 7633 - CTE - CENTRO DE TREINAMENTO EMPRESARIAL LTDA,PROGRAMA DE QUALIDADE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34431,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,7633,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,139.50,0,0,0,0,139.50,PCC -  N.F.: 7633 - CTE - CENTRO DE TREINAMENTO EMPRESARIAL LTDA,PROGRAMA DE QUALIDADE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34425,,CTE - CENTRO DE TREINAMENTO EMPRESARIAL LTDA,7760,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/20/2022,5/20/2022,5/20/2022,2815.50,0,0,0,0,2815.50,N.F. NO. 7760                           - 04/10 PRESTAÇAO DE SERVIÇOS DE CONSULTORIA PARA PARTICIAPACAO NA REDE CONST,PROGRAMA DE QUALIDADE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34430,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,528,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,69.19,0,0,0,0,69.19,IRRF -  N.F.: 528 - SFB CONSULTORIA CONTABIL E FISCAL LTDA,AUDITORIA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34431,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,520,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,214.48,0,0,0,0,214.48,PCC -  N.F.: 520 - SFB CONSULTORIA CONTABIL E FISCAL LTDA,AUDITORIA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34425,,ID COM COMUNICACAO DIGITAL LTDA EPP,19623,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/20/2022,5/20/2022,5/20/2022,3500.00,0,0,0,0,3500.00,N.F. NO. 19623                         ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34430,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,525,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,16.14,0,0,0,0,16.14,IRRF -  N.F.: 525 - RISE COMUNICACAO LTDA,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34425,,ITEC SOLUÇÕES LTDA ME,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/20/2022,5/20/2022,5/20/2022,493.45,0,0,0,0,493.45,"LOCAÇAO, MANUTENÇAO E SUPRIMENTOS - IMPRESSORA RICOH MP 501 ",MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34431,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,35356,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,113.77,0,0,0,0,113.77,PCC -  N.F.: 35356 - EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34431,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,35357,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,551.51,0,0,0,0,551.51,PCC -  N.F.: 35357 - EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002453,,INSTITUTO NACIONAL DO SEGURO SOCIAL,35538,BORDERO, ,5/20/2022,5/20/2022,,1027.94,0,0,0,0,1027.94,INSS -  N.F.: 35538 - EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34430,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,35538,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,116.81,0,0,0,0,116.81,IRRF -  N.F.: 35538 - EMPRESA TEJOFRAN DE SANEAMENTO E SERVICOS LTDA,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34430,,PREFEITURA DO MUNICIPIO DE SAO PAULO,,TRANSFERENCIA DE ARQUIVOS,IPTU,5/20/2022,5/20/2022,5/20/2022,795.96,0,0,0,0,795.96,IPTU SOBRE CONJUNTO 091 J.D.R 01/10 - CONTRIBUINTE:036.019.0303-2 - 4 de 10,IPTU
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002522,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,,BORDERO, ,5/20/2022,5/20/2022,5/20/2022,37603.12,0,0,0,0,37603.12,PAGT IR FOLHA 04/2022,PESSOAL - IRPF
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34430,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,648,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,60.00,0,0,0,0,60.00,IRRF -  N.F.: 648 - FABIOLA RODRIGUES OLIVEIRA ME,PESSOAL - CURSOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34430,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,501,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,75.00,0,0,0,0,75.00,IRRF -  N.F.: 501 - MARIO SERGIO TOGNOLLO ADVOGADOS ASSOCIADOS EPP,ASSESSORIA JURIDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34431,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,501,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,232.50,0,0,0,0,232.50,PCC -  N.F.: 501 - MARIO SERGIO TOGNOLLO ADVOGADOS ASSOCIADOS EPP,ASSESSORIA JURIDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34508,,M SICCO SAÚDE OCUPACIONAL LTDA,157,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/20/2022,5/20/2022,5/20/2022,1508.35,0,0,0,0,1508.35,N.F. NO. 157                           ,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34431,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,42708,TRANSFERENCIA DE ARQUIVOS,DARF,5/20/2022,5/20/2022,5/20/2022,20.46,0,0,0,0,20.46,PCC -  N.F.: 42708 - LABORATORIO DE PATOLOGIA CIRURGICA DE SAO PAULO,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34481,,TELEFONICA BRASIL S A (VIVO),,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/23/2022,5/23/2022,5/23/2022,149.99,0,0,0,0,149.99,CONTA CEL DR RENATO GENIOLI ,TELEFONIA MOVEL
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002538,,BRASFILTER IND COM LTDA,,BORDERO, ,5/23/2022,5/23/2022,5/23/2022,79.60,0,0,0,0,79.60,LOCAÇAO FILTRO 10 ANDAR ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34535,,HOKEN INTERNATIONAL COMPANY LTDA ,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/23/2022,5/23/2022,5/23/2022,619.50,0,0,0,0,619.50,LOCAÇAO REF FILTRO DO 9 ANDAR,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002602,,STOCKTOTAL TELECOMUNICACOES LTDA,,BORDERO, ,5/24/2022,5/24/2022,5/24/2022,110.01,0,0,0,0,110.01,PAGAMENTO REF RECIBO DE LOCAÇAO 085632 ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002602,,STOCKTOTAL TELECOMUNICACOES LTDA,,BORDERO, ,5/24/2022,5/24/2022,5/24/2022,150.00,0,0,0,0,150.00,PAGAMENTO REF RECIBO DE LOCAÇAO 084489,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002602,,STOCKTOTAL TELECOMUNICACOES LTDA,,BORDERO, ,5/24/2022,5/24/2022,5/24/2022,270.00,0,15,0,0,285.00,PAGAMENTO REF RECIBO DE LOCAÇAO 083339,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34519,,ULTRAFARMA SAUDE EIRELI,320274,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/24/2022,5/24/2022,5/24/2022,239.32,0,0,0,0,239.32,DOCTO.LIB. NO. 320274 - PAGT MEDICAMENTOS ESCRITÓRIO,PRO-LABORE - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34488,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,,TRANSFERENCIA DE ARQUIVOS,DARF,5/25/2022,5/25/2022,5/25/2022,70742.47,0,0,0,0,70742.47,COFINS SOBRE COMPETENCIA 04-2022 ,(-) COFINS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34488,,MINIST  ECONOMIA FAZENDA E PLANEJAMENTO,,TRANSFERENCIA DE ARQUIVOS,DARF,5/25/2022,5/25/2022,5/25/2022,35569.39,0,0,0,0,35569.39,PIS SOBRE MES 04-2022,(-) PIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34550,,TELEFONICA BRASIL S A (VIVO),256275464,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/25/2022,5/25/2022,5/25/2022,88.69,0,0,0,0,88.69,N.F. NO. 256275464                      - CONTA SALA DR RICARDO ,TELEFONIA FIXA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34481,,STA GEMMA FLORICULTURA LTDA ME,2555,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/25/2022,5/25/2022,5/25/2022,160.00,0,0,0,0,160.00,N.F. NO. 2555                          ,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34550,,ALERTE MAIS SISTEMAS DE INFORMÇAO LTDA ME,19057,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,5/25/2022,5/25/2022,5/25/2022,144.69,0,0,0,0,144.69,N.F. NO. 19057                         ,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34481,,SENIOR SISTEMAS S/A,42037,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/25/2022,5/25/2022,5/25/2022,1237.57,0,0,0,0,1237.57,N.F. NO. 42037                          - CONTRATO DE MANUTENÇAO MEGA EMPRESTARIAL  MENSALIDADE ERP,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34481,,CLARO NXT TELECOMUNICACOES S/A,43715230,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,5/25/2022,5/25/2022,5/25/2022,358.34,0,0,0,0,358.34,N.F. NO. 43715230                       - REF PACOTE INTERNET TV DIGITAL 9 ANDAR,INTERNET
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34481,,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO SE,65816,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/25/2022,5/25/2022,5/25/2022,8664.19,0,0,0,0,8664.19,N.F. NO. 65816                         ,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34481,,SUL AMERICA COMPANHIA DE SEGURO SAUDE,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/25/2022,5/25/2022,5/25/2022,1520.06,0,0,0,0,1520.06,PGTO SULAMERICA ODONTOLOGICO,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34550,,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO LTDA,3107,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/25/2022,5/25/2022,5/25/2022,10689.07,0,0,0,0,10689.07,DOCTO.LIB. NO. 3107 - PGTO. VALE TRANSPORTE FUNCIONÁRIOS - CRY,PESSOAL - VALE TRANSPORTE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34550,,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO LTDA,4281,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/25/2022,5/25/2022,5/25/2022,4342.68,0,0,0,0,4342.68,DOCTO.LIB. NO. 4281 - PGTO. VR AUTO FUNCIONÁRIOS - CRY,PESSOAL - VALE TRANSPORTE
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34481,,BUTORI E QUEIROZ SOCIEDADE DE ADVOGADOS,1961,TRANSFERENCIA DE ARQUIVOS,CREDITO EM C/C,5/25/2022,5/25/2022,5/25/2022,3724.00,0,0,0,0,3724.00,N.F. NO. 1961                          ,ASSESSORIA JURIDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34550,,VR BENEFICIOS E SERVICOS DE PROCESSAMENTO LTDA,4280,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/25/2022,5/25/2022,5/25/2022,57003.55,0,0,0,0,57003.55,DOCTO.LIB. NO. 4280 - PGTO. VALE REFEIÇÃO FUNCIONÁRIOS - CRY,PESSOAL - VALE REFEIÇÃO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34586,,MAGAZINE LUIZA S/A 0001-21,260522,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/26/2022,5/26/2022,5/26/2022,4049.10,0,0,0,0,4049.10,DOCTO.LIB. NO. 260522 - IPHONE 11 PRETO 128 GB - THIAGO ALARCON,MATERIAL DE ESCRITORIO
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34519,,VIA UNICA ARTES GRAFICAS LTDA ME,3421,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/26/2022,5/26/2022,5/26/2022,2310.00,0,0,0,0,2310.00,N.F. NO. 3421                          ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002618,,GINA FESTAS LOCAÇÕES ME ,,BORDERO, ,5/26/2022,5/26/2022,5/26/2022,540.00,0,0,0,0,540.00,ALUGUEL CADEIRAS E MESAS P REUNIÃO DE ENGENHARIA 27/05/2022- COLÉGIO BANDEIRANTES ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34586,,WANFER LOCACOES E COMERCIO LTDA,,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/26/2022,5/26/2022,5/26/2022,340.00,0,0,0,0,340.00,ALUGUEL CADEIRAS E MESAS P REUNIÃO DE ENGENHARIA 27/05/2022- COLÉGIO BANDEIRANTES ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002608,,FOLHA DE PAGAMENTO,,BORDERO, ,5/26/2022,5/26/2022,5/26/2022,1167.13,0,0,0,0,1167.13,PGTO. FÉRIAS FUNCIONÁRIOS - CRY,PESSOAL - FÉRIAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002608,,FOLHA DE PAGAMENTO,,BORDERO, ,5/26/2022,5/26/2022,5/26/2022,9482.28,0,0,0,0,9482.28,PGTO. FÉRIAS FUNCIONÁRIA - CRY,PESSOAL - FÉRIAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34519,,BRASLIMPO COMERCIAL LTDA,797036,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/27/2022,5/27/2022,5/27/2022,2515.46,0,0,0,0,2515.46,N.F. NO. 797036                        ,MATERIAL DE LIMPEZA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002646,,FMA COMÉRCIO DE BEBIDAS E ALIMENTOS LTDA,1456,BORDERO, ,5/27/2022,5/27/2022,5/27/2022,690.00,0,0,0,0,690.00,N.F. NO. 1456                          ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,NEOCODE SOFTWARE LTDA ME ,1936,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/27/2022,5/27/2022,5/27/2022,506.00,0,0,0,0,506.00,N.F. NO. 1936                           - ASSINATURA NEOCODE ACTIVITIES,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34603,,BOA VISTA SERVIÇOS S.A,254855,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/27/2022,5/27/2022,5/27/2022,628.54,0,0,14.57,0,643.11,N.F. NO. 254855                        ,SOFTWARE - AQUISIÇÃO DE LICEN.
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002685,,TRIBUNAL DE JUSTICA SAO PAULO,,BORDERO, ,5/30/2022,5/30/2022,5/30/2022,78.30,0,0,0,0,78.30,CUSTAS PROCESSO SSUTAÇÃO DE PROTESTO,LEGAIS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,SERET AR CONDICIONADO EIRELI ME,1275,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/30/2022,5/30/2022,5/30/2022,400.00,0,0,0,0,400.00,N.F. NO. 1275                           - REPARO DE VAZAMENTO E CARGA DE FLUIDO DE GAS - 9 ANDAR,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,ASTEL LINE TELECOMUNICAÇOES LTDA EPP,20983,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/30/2022,5/30/2022,5/30/2022,6050.00,0,0,0,0,6050.00,N.F. NO. 20983                         ,MANUTENÇÃO DE EQUIPAMENTOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,COPIAS & SERVICOS PINHEIROS LTDA,74104,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/30/2022,5/30/2022,5/30/2022,3070.24,0,0,0,0,3070.24,N.F. NO. 74104                         ,COPIADORAS E GRÁFICAS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,RAIA DROGASIL S A,,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/30/2022,5/30/2022,5/30/2022,882.71,0,0,0,0,882.71,PGTO. FARMÁCIA FUNCIONÁRIOS - CRY,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,SERVICO SOCIAL DA CONSTRUCAO CIVIL DO ESTADO DE SAO PAULO SE,3900,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/30/2022,5/30/2022,5/30/2022,1149.68,0,0,0,0,1149.68,DOCTO.LIB. NO. 3900 - PGTO. SECONCI FUNCIONÁRIOS - CRY,PESSOAL - ASSISTENCIA MEDICA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,AUTODOC PROCESSAMENTO DE DADOS LTDA,178696,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,5/31/2022,5/31/2022,5/31/2022,568.25,0,0,0,0,568.25,N.F. NO. 178696                        ,OBRA - CUSTOS DIRETOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E,2833344,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/31/2022,5/31/2022,5/31/2022,90.00,0,0,0,0,90.00,N.F. NO. 2833344                       ,PESSOAL - ESTAGIARIOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,CENTRO DE INTEGRACAO EMPRESA ESCOLA CIE E,2833341,TRANSFERENCIA DE ARQUIVOS,TITULOS OUTROS BANCOS,5/31/2022,5/31/2022,5/31/2022,90.00,0,0,0,0,90.00,N.F. NO. 2833341                       ,PESSOAL - ESTAGIARIOS
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,TELEFONICA BRASIL S A (VIVO),255343936,TRANSFERENCIA DE ARQUIVOS,CONCESSIONÁRIAS,6/1/2022,6/1/2022,6/1/2022,1593.97,0,0,0,0,1593.97,N.F. NO. 255343936                      - COMPETENCIA 06-2022 - CONTA FIXA,TELEFONIA FIXA
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,2022002686,,KLINSMAN FRANCA SANTANA 41570419841 ,81,BORDERO, ,6/1/2022,6/1/2022,6/1/2022,910.00,0,0,0,0,910.00,N.F. NO. 81                             - ENSAIO FOTOGRAFICO ACOMPANHAMENTO MENSAL ,CAMPANHAS E BRINDES
CONSTRUTORA R. YAZBEK LTDA,OBRA 001 - ESCRITÓRIO,34563,,MARQUEZANI COMERCIO DE PRODUTOS PARA INFORMATICA LTDA,11290,TRANSFERENCIA DE ARQUIVOS,TITULOS MESMO BANCO,6/1/2022,6/1/2022,6/1/2022,244.90,0,0,0,0,244.90,N.F. NO. 11290                         ,SUPRIMENTOS INFORMATICA
